,Unnamed: 0.1,Name,Birthday,Place_of_birth,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests,Sex,Height_cm,Reach_cm,Country,Nationality,Sign,Weight_class
124,124,Chris Namús,1987-10-03,"Montevideo, Uruguay",welterweight/welterweight/middleweight,5 ft 8+1⁄2 in (174 cm),,Orthodox,32,25.0,8.0,6.0,,1.0,F,174.0,,Uruguay,Uruguayan,Libra,welterweight
125,125,Marie Eve Dicaire,1986-07-29,"Saint-Eustache, Quebec, Canada",welterweight/middleweight,,,Southpaw,20,18.0,1.0,2.0,,,F,,,Canada,Canadian,Leo,welterweight
126,126,Pinklon Thomas,1958-02-10,"Pontiac, Michigan, U.S.",heavyweight,6 ft 3 in (191 cm),77 in (196 cm),Orthodox,51,43.0,34.0,7.0,1.0,,M,191.0,196.0,USA,American,Aquarius,heavyweight
127,127,Lionel Butler,1967-07-25,"Bogalusa, Louisiana, U.S.",heavyweight,5 ft 11 in (180 cm),72 in (183 cm),Orthodox,51,32.0,25.0,17.0,1.0,1.0,M,180.0,183.0,USA,American,Leo,heavyweight
128,128,Danell Nicholson,1967-11-15,"Chicago, Illinois, U.S.",heavyweight,6 ft 4 in (1.93 m),80 in (203 cm),Orthodox,47,42.0,32.0,5.0,0.0,,M,193.0,203.0,USA,American,Scorpio,heavyweight
129,129,Jimmy Thunder,1966-02-03,"Apia, Samoa",heavyweight,188 cm (6 ft 2 in),196 cm (77 in),Orthodox,49,35.0,28.0,14.0,,,M,188.0,195.6,Samoa,Samoan,Aquarius,heavyweight
130,130,Hasim Rahman,1972-11-07,"Baltimore, Maryland, U.S.",heavyweight,6 ft 2+1⁄2 in (189 cm),82 in (208 cm),Orthodox,62,50.0,41.0,9.0,2.0,1.0,M,189.0,208.0,USA,American,Scorpio,heavyweight
131,131,Wladimir Klitschko,1976-03-25,"Semipalatinsk, Kazakh SSR, Soviet Union",heavyweight,1.98 m (6 ft 6 in)[1],206 cm (81 in)[2],Orthodox,69,64.0,53.0,5.0,,,M,198.0,205.7,Ukraine,Ukrainian,Aries,heavyweight
132,132,Tyson Fury,1988-08-12,"Manchester, England",heavyweight,6 ft 9 in (206 cm)[1],85 in (216 cm)[1],Orthodox,35,34.0,24.0,,1.0,,M,206.0,216.0,England,British,Leo,heavyweight
133,133,Anthony Joshua,1989-10-15,"Watford, England",heavyweight,6 ft 6 in (198 cm)[1],82 in (208 cm)[1],Orthodox,30,27.0,24.0,3.0,,,M,198.0,208.0,England,British,Libra,heavyweight
134,134,Andy Ruiz Jr.,1989-09-11,"Imperial, California, U.S.[1][2][3]",heavyweight,6 ft 2 in (188 cm)[1],74 in (188 cm)[1],Orthodox,37,35.0,22.0,2.0,,,M,188.0,188.0,USA,American,Virgo,heavyweight
135,135,Oleksandr Usyk,1987-01-17,"Simferopol, Ukrainian SSR, Soviet Union",cruiserweight/heavyweight,6 ft 3 in (191 cm)[1],78 in (198 cm)[1],Southpaw,21,21.0,14.0,,,,M,191.0,198.0,Ukraine,Ukrainian,Capricorn,cruiserweight
136,136,Adolpho Washington,1967-09-07,"Lexington, Kentucky, U.S.",heavyweight/cruiserweight,5 ft 11+1⁄2 in (182 cm),76 in (193 cm),Orthodox,44,31.0,17.0,10.0,2.0,1.0,M,182.0,193.0,USA,American,Virgo,cruiserweight
137,137,James Toney,1968-08-24,,middleweight/middleweight/heavyweight/cruiserweight/heavyweight,5 ft 9 in (175 cm)[2],74 in (188 cm)[2],Orthodox,92,77.0,47.0,10.0,3.0,2.0,M,175.0,188.0,,,Virgo,middleweight
138,138,Robert Daniels,1968-08-30,"Hialeah, Florida, USA",cruiserweight/super cruiserweight/heavyweight,5 ft 11 in (180 cm),71+1⁄2 in (182 cm),Orthodox,61,49.0,41.0,10.0,1.0,1.0,M,180.0,182.0,USA,American,Virgo,cruiserweight
139,139,Thomas Hearns,1958-10-18,"Grand Junction, Tennessee, U.S.",welterweight/middleweight/middleweight/middleweight/heavyweight/cruiserweight,6 ft 1 in (185 cm)[1],78 in (198 cm)[2],Orthodox,67,61.0,48.0,5.0,1.0,,M,185.0,198.0,USA,American,Libra,welterweight
140,140,Uriah Grant,1961-01-20,"Saint Andrew Parish, Jamaica",heavyweight/cruiserweight,6 ft 1+1⁄2 in (187 cm),75+1⁄2 in (192 cm),Orthodox,51,30.0,28.0,21.0,,,M,187.0,192.0,Jamaica,Jamaican,Aquarius,cruiserweight
141,141,Ezra Sellers,1968-09-02,,cruiserweight,6 ft 1 in (185 cm),77 in (196 cm),Southpaw,37,29.0,26.0,8.0,,,M,185.0,196.0,,,Virgo,cruiserweight
142,142,Tomasz Adamek,1976-12-01,"Żywiec, Poland",heavyweight/cruiserweight/heavyweight,1.87 m (6 ft 2 in),191 cm (75 in),,59,53.0,31.0,6.0,,,M,187.0,190.5,Poland,Polish,Sagittarius,cruiserweight
143,143,Johnathon Banks,,,heavyweight/cruiserweight,6 ft 3 in (191 cm),76 in (193 cm),Orthodox,33,29.0,19.0,3.0,1.0,,M,191.0,193.0,,,,cruiserweight
144,144,Antonio Tarver,1968-11-21,"Orlando, Florida, U.S.",heavyweight/cruiserweight/heavyweight,6 ft 2 in (188 cm)[1],75 in (191 cm),Southpaw,39,31.0,22.0,6.0,1.0,1.0,M,188.0,191.0,USA,American,Scorpio,cruiserweight
145,145,Ola Afolabi,1980-03-15,"London, England",middleweight/heavyweight/cruiserweight,6 ft 3 in (191 cm),75+1⁄2 in (192 cm),Orthodox,32,22.0,11.0,6.0,4.0,,M,191.0,192.0,England,British,Pisces,middleweight
146,146,Rakhim Chakhkiev,1983-01-11,"Tobolsk, Russian SFSR,Soviet Union (now Russia)",cruiserweight,1.83 m (6 ft 0 in),,Southpaw,29,26.0,19.0,3.0,,,M,183.0,,Russia,Russian,Capricorn,cruiserweight
147,147,Marco Huck,1984-11-11,"Ugao, SR Serbia, SFR Yugoslavia",cruiserweight/heavyweight,1.88 m (6 ft 2 in),195 cm (77 in),,49,42.0,28.0,5.0,1.0,1.0,M,188.0,195.6,Serbia,Serbian,Scorpio,cruiserweight
148,148,Kevin Lerena,1992-05-05,"Johannesburg, South Africa",cruiserweight/bridgerweight/heavyweight,6 ft 1 in (1.85 m),,Southpaw,32,30.0,14.0,2.0,,,M,185.0,,South Africa,South African,Taurus,cruiserweight
149,149,Yves Ngabu,1988-12-05,"Roeselare, West Flanders, Belgium",cruiserweight,6 ft 0 in (183 cm)[1],,,25,22.0,16.0,2.0,,1.0,M,183.0,,Belgium,Belgian,Sagittarius,cruiserweight
150,150,Roy Jones Jr.,1969-01-16,"Pensacola, Florida, U.S.",middleweight/middleweight/heavyweight/cruiserweight/heavyweight,5 ft 11 in (180 cm)[1],74 in (188 cm)[1],Orthodox,76,66.0,47.0,10.0,,,M,180.0,188.0,USA,American,Capricorn,middleweight
151,151,Glen Johnson,,,,6 ft 0 in (1.82 m)[3],,,,,,,,,M,182.0,,,,,
152,152,Bernard Hopkins,1965-01-15,"Philadelphia, Pennsylvania, U.S.",middleweight/heavyweight,6 ft 1 in (185 cm)[1],71 in (180 cm)[1],Orthodox,67,55.0,32.0,8.0,2.0,2.0,M,185.0,180.0,USA,American,Capricorn,middleweight
153,153,Chad Dawson,1982-07-13,"Hartsville, South Carolina, U.S.",middleweight/middleweight/heavyweight,6 ft 1 in (185 cm),76+1⁄2 in (194 cm),Southpaw,43,36.0,19.0,5.0,,2.0,M,185.0,194.0,USA,American,Cancer,middleweight
154,154,Jean Pascal,1982-10-28,"Port-au-Prince, Haiti",middleweight/heavyweight/cruiserweight,5 ft 10+1⁄2 in (179 cm),72 in (183 cm),Orthodox,45,36.0,20.0,7.0,1.0,1.0,M,179.0,183.0,Haiti,Haitian,Scorpio,middleweight
155,155,Andrzej Fonfara,1987-11-04,"Białobrzegi, Polish People's Republic",middleweight/heavyweight,1.89 m (6 ft 2 in),196 cm (77 in),Orthodox,36,30.0,18.0,5.0,,1.0,M,189.0,195.6,Poland,Polish,Scorpio,middleweight
156,156,Blake Caparello,1986-08-30,"Essendon, Victoria, Australia",heavyweight,6 ft 1 in (1.85 m),74 in (188 cm),Southpaw,35,30.0,13.0,4.0,1.0,0.0,M,185.0,188.0,Australia,Australian,Virgo,heavyweight
157,157,Thomas Oosthuizen,1988-04-02,"Gauteng, South Africa",middleweight/heavyweight/cruiserweight,1.93 m (6 ft 4 in),198 cm (78 in),Southpaw,34,29.0,16.0,3.0,2.0,,M,193.0,198.1,South Africa,South African,Aries,middleweight
158,158,Umar Salamov,1994-06-07,"Grozny, Russia",heavyweight/cruiserweight,6 ft 3+1⁄2 in (192 cm),76 in (193 cm),Orthodox,29,27.0,20.0,2.0,,,M,192.0,193.0,Russia,Russian,Gemini,cruiserweight
159,159,Igor Mikhalkin,1985-05-31,"Irkutsk, Russia",heavyweight,1.85 m (6 ft 1 in),1.91 m (75 in),Southpaw,28,25.0,11.0,3.0,,,M,185.0,190.5,Russia,Russian,Gemini,heavyweight
160,160,Karo Murat,1983-09-02,"Yerevan, Armenian SSR",middleweight/heavyweight,5 ft 10+1⁄2 in (1.79 m),70 in (178 cm),Orthodox,39,34.0,23.0,4.0,1.0,,M,179.0,178.0,Armenia,Armenian,Virgo,middleweight
161,161,Sven Fornling,1988-12-08,"Malmö, Sweden",heavyweight,,,Orthodox,17,15.0,7.0,2.0,,,M,,,Sweden,Swedish,Sagittarius,heavyweight
162,162,Dominic Boesel,1989-10-24,"Naumburg, East Germany",heavyweight,6 ft 1 in (185 cm),,Orthodox,35,32.0,12.0,3.0,,,M,185.0,,Germany,German,Scorpio,heavyweight
163,163,Robin Krasniqi,1987-04-01,"Junik, SAP Kosovo,SFR Yugoslavia",middleweight/heavyweight,1.86 m (6 ft 1 in),188 cm (74 in),Orthodox,59,52.0,20.0,7.0,,,M,186.0,188.0,Kosovo,Kosovar,Aries,middleweight
164,164,Padraig McCrory,1988-06-20,"Belfast, Northern Ireland",middleweight/heavyweight,6 ft 69 in (358 cm),,Orthodox,19,18.0,9.0,1.0,,,M,185.0,,Ireland,Irish,Gemini,middleweight
165,165,Lyndon Arthur,1991-06-13,"Manchester, England",heavyweight,6 ft 2 in (188 cm)[1],,Orthodox,25,23.0,16.0,2.0,,,M,188.0,,England,British,Gemini,heavyweight
166,166,Dmitry Bivol,1990-12-18,"Tokmok, Kirghiz SSR,Soviet Union(now Kyrgyzstan)",heavyweight,6 ft 0 in (183 cm)[1],72 in (183 cm)[1],Orthodox,22,22.0,11.0,,,,M,183.0,183.0,Kyrgyzstan,Kyrgyz,Sagittarius,heavyweight
167,167,Vinny Pazienza,1962-12-16,"Cranston, Rhode Island, U.S.",lightweight/welterweight/middleweight/middleweight,5 ft 7+1⁄2 in (1.71 m),70+1⁄2 in (179 cm),Orthodox,60,50.0,30.0,10.0,,,M,171.0,179.0,USA,American,Sagittarius,lightweight
168,168,Rick Thornberry,1968-02-17,"Gatton, Queensland, Australia",middleweight,,,Orthodox,32,27.0,12.0,5.0,,,M,,,Australia,Australian,Aquarius,middleweight
169,169,Adrian Dodson,1970-09-20,"Georgetown, Guyana",middleweight,5 ft 10 in (1.78 m),,,31,25.0,17.0,6.0,0.0,0.0,M,178.0,,Guyana,Guyanese,Virgo,middleweight
170,170,Brian Magee,1975-06-09,"Lisburn, Northern Ireland",middleweight/heavyweight,6 ft 0 in (183 cm),74 in (188 cm),Southpaw,42,36.0,25.0,5.0,1.0,,M,183.0,188.0,Ireland,Irish,Gemini,middleweight
171,171,Jeff Lacy,1977-05-12,"St. Petersburg, Florida, U.S.",middleweight/heavyweight,5 ft 10+1⁄2 in (179 cm),74 in (188 cm),Orthodox,34,27.0,18.0,6.0,,1.0,M,179.0,188.0,USA,American,Taurus,middleweight
172,172,Fulgencio Zúñiga,1977-07-23,"Padilla, Cauca, Colombia",heavyweight/middleweight/middleweight/middleweight,5 ft 10 in (178 cm),70 in (178 cm),Orthodox,46,28.0,25.0,17.0,1.0,,M,178.0,178.0,Colombia,Colombian,Leo,middleweight
173,173,Sakio Bika,1979-04-18,"Douala, Cameroon",middleweight/middleweight/heavyweight,1.82 m (6 ft 0 in),180 cm (71 in),Orthodox,45,35.0,22.0,7.0,3.0,,M,182.0,180.3,Cameroon,Cameroonian,Aries,middleweight
174,174,Isaac Chilemba,1987-05-17,"Blantyre, Malawi",middleweight/heavyweight,6 ft 0 in (183 cm),73 in (185 cm),Orthodox,39,27.0,10.0,9.0,3.0,,M,183.0,185.0,Malawi,Malawian,Taurus,middleweight
175,175,Zac Dunn,1991-02-04,"Melbourne, Australia",middleweight,,,Orthodox,30,29.0,24.0,1.0,0.0,0.0,M,,,Australia,Australian,Aquarius,middleweight
176,176,Renold Quinlan,1989-07-07,"Sydney, Australia",middleweight,,,Orthodox,27,16.0,11.0,11.0,,,M,,,Australia,Australian,Cancer,middleweight
177,177,Chris Eubank Jr.,1989-09-18,"Hove, East Sussex, England",middleweight/middleweight,5 ft 11 in (180 cm)[1],73 in (185 cm)[1],Orthodox,36,33.0,24.0,3.0,,,M,180.0,185.0,England,British,Virgo,middleweight
178,178,Carlos Góngora,1989-04-25,"Esmeraldas, Ecuador",middleweight,6 ft 1 in (1.85 m),72 in (183 cm),Southpaw,24,22.0,17.0,2.0,,,M,185.0,183.0,Ecuador,Ecuadorian,Taurus,middleweight
179,179,Lerrone Richards,1992-08-25,"New Malden, Greater London, England",middleweight/heavyweight,5 ft 11 in (180 cm),71 in (180 cm),Southpaw,18,18.0,4.0,,,,M,180.0,180.0,England,British,Virgo,middleweight
180,180,Osleys Iglesias,1997-12-12,"Havana, Cuba",middleweight,"1.77 m (5 ft 9½ in)[1]
1.89 m (6 ft 2 in)[2]",,Southpaw,9,9.0,8.0,,,,M,177.0,,Cuba,Cuban,Sagittarius,middleweight
181,181,Freeman Barr,1973-10-12,"Andros, Bahamas",middleweight/middleweight,5 ft 9+1⁄2 in (177 cm),,Orthodox,33,29.0,15.0,4.0,,,M,177.0,,Bahamas,Bahamian,Libra,middleweight
182,182,Raymond Joval,1968-09-15,Amsterdam,middleweight,,,,42,37.0,16.0,5.0,0.0,0.0,M,180.0,185.0,Netherlands,Dutch,Virgo,middleweight
183,183,Daniel Geale,1981-02-26,"Launceston, Tasmania,Australia",middleweight/middleweight/middleweight,1.78 m (5 ft 10 in),180 cm (71 in),Orthodox,36,31.0,16.0,5.0,,,M,178.0,180.3,Australia,Australian,Pisces,middleweight
184,184,Anthony Mundine,1975-05-21,,middleweight/middleweight/middleweight/cruiserweight,1.80 m (5 ft 11 in),178 cm (70 in),Orthodox,59,48.0,28.0,11.0,,,M,180.0,177.8,,,Gemini,middleweight
185,185,Peter Manfredo Jr.,1980-11-26,"Providence, Rhode Island, U.S.",middleweight/middleweight,5 ft 10 in (178 cm),,Orthodox,50,42.0,23.0,7.0,1.0,,M,178.0,,USA,American,Sagittarius,middleweight
186,186,Avtandil Khurtsidze,1979-05-02,"Kutaisi, Georgia",middleweight,1.63 m (5 ft 4 in),185 cm (73 in),Orthodox,37,33.0,22.0,2.0,2.0,,M,163.0,185.4,Georgia,Georgian,Taurus,middleweight
187,187,Gennady Golovkin,1982-04-08,"Karaganda, Kazakh SSR, Soviet Union(now Karaganda, Kazakhstan)",middleweight/middleweight,5 ft 10+1⁄2 in (179 cm)[1],70 in (178 cm)[1],Orthodox,45,42.0,37.0,2.0,1.0,,M,179.0,178.0,Kazakhstan,Kazakh,Aries,middleweight
188,188,Lester Ellis,1965-03-15,"Blackpool, Lancashire, England",welterweight,,,Orthodox,49,41.0,28.0,8.0,,,M,,,England,British,Pisces,welterweight
189,189,Manny Sobral,1968-09-12,"Galicia, Spain",super welterweight,,,Southpaw,32,29.0,15.0,2.0,,1.0,M,,,Spain,Spanish,Virgo,welterweight
190,190,Adrian Stone,1958-06-07,,,,,,,,,,,,M,,,,,Gemini,
191,191,Zaurbek Baysangurov,1985-03-02,"Achkhoy-Martan, Checheno-Ingush ASSR, Russian SFSR, Soviet Union",middleweight/middleweight,5 ft 10+1⁄2 in (179 cm),70+1⁄2 in (179 cm),Orthodox,30,29.0,21.0,1.0,0.0,0.0,M,179.0,179.0,Russia,Russian,Pisces,middleweight
192,192,Erislandy Lara,1983-04-11,"Guantanamo, Cuba",middleweight/middleweight,5 ft 9 in (175 cm)[1],75+1⁄2 in (192 cm)[1],Southpaw,35,29.0,17.0,3.0,3.0,,M,175.0,192.0,Cuba,Cuban,Aries,middleweight
193,193,Jarrett Hurd,1990-08-31,"Accokeek, Maryland, U.S.",middleweight,6 ft 1 in (185 cm)[1],78 in (198 cm)[1],Orthodox,27,24.0,16.0,3.0,,,M,185.0,198.0,USA,American,Virgo,middleweight
194,194,Jeison Rosario,1995-04-07,"Santo Domingo,Dominican Republic",welterweight/middleweight/middleweight,5 ft 11 in (180 cm),70 in (178 cm),Orthodox,28,23.0,17.0,4.0,1.0,,M,180.0,178.0,Dominican Republic,Dominican,Aries,welterweight
195,195,Sam Eggington,1993-10-15,"Birmingham, West Midlands, England",welterweight/middleweight/middleweight,5 ft 11 in (180 cm),,Orthodox,43,34.0,20.0,9.0,,,M,180.0,,England,British,Libra,welterweight
196,196,JJ Metcalf,1988-07-27,"Liverpool, England",middleweight,5 ft 9 in (175 cm),,Orthodox,27,25.0,15.0,2.0,,,M,175.0,,England,British,Leo,middleweight
197,197,Roger Mayweather,1961-04-24,"Grand Rapids, Michigan, U.S.",featherweight/lightweight/welterweight/welterweight,5 ft 7+1⁄2 in (171 cm)[1],73+1⁄2 in (187 cm)[1],Orthodox,72,59.0,35.0,13.0,,,M,171.0,187.0,USA,American,Taurus,featherweight
198,198,Kip Diggs,1966-07-16,,,,,,,,,,,,M,,,,,Cancer,
199,199,Kevin Lueshing,1968-04-17,,welterweight/super welterweight,5 ft 11 in (180 cm),70 in (178 cm),,25,21.0,17.0,4.0,0.0,,M,180.0,178.0,,,Aries,welterweight
200,200,José Antonio Rivera,1973-04-07,"Philadelphia, Pennsylvania, U.S.",welterweight/super welterweight,5 ft 8 in (173 cm),,Orthodox,50,43.0,25.0,6.0,1.0,0.0,M,173.0,,USA,American,Aries,welterweight
201,201,Dingaan Thobela,1966-09-24,"Soweto, Gauteng, South Africa",lightweight/welterweight/middleweight/middleweight,5 ft 7+1⁄2 in (171 cm),72 in (183 cm),Orthodox,56,40.0,26.0,14.0,2.0,,M,171.0,183.0,South Africa,South African,Libra,lightweight
202,202,Willy Wise,1967-01-29,,welterweight,5 ft 9+1⁄2 in (1.77 m),67 in (170 cm),Orthodox,41,26.0,7.0,11.0,4.0,0.0,M,177.0,170.0,,,Aquarius,welterweight
203,203,Jawaid Khaliq,1970-07-30,"Meadows, Nottingham, England",welterweight/middleweight,5 ft 10+1⁄2 in (179 cm)[1],,Orthodox,25,23.0,13.0,1.0,1.0,,M,179.0,,England,British,Leo,welterweight
204,204,Floyd Mayweather Jr.,1977-02-24,"Grand Rapids, Michigan, U.S.",featherweight/lightweight/welterweight/welterweight/middleweight,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,50,50.0,27.0,,,,M,173.0,183.0,USA,American,Pisces,featherweight
205,205,Isaac Hlatshwayo,1977-10-04,"Malamulele, Limpopo, South Africa",lightweight/welterweight/welterweight,1.73 m (5 ft 8 in),180 cm (71 in),Orthodox,38,30.0,10.0,6.0,1.0,1.0,M,173.0,180.3,South Africa,South African,Libra,lightweight
206,206,Lovemore Ndou,1971-08-16,"Musina, South Africa",featherweight/lightweight/welterweight/welterweight/middleweight,,,Orthodox,64,49.0,31.0,13.0,2.0,,M,,,South Africa,South African,Leo,featherweight
207,207,Chris van Heerden,1987-06-19,"Johannesburg, South Africa",welterweight,5 ft 9 in (1.75 m),,Southpaw,33,28.0,12.0,3.0,1.0,1.0,M,175.0,,South Africa,South African,Gemini,welterweight
208,208,Ali Funeka,1978-03-28,"Mdantsane, Eastern Cape, South Africa",featherweight/lightweight/welterweight/welterweight,1.85 m (6 ft 1 in),183 cm (72 in),Orthodox,54,40.0,32.0,11.0,3.0,,M,185.0,182.9,South Africa,South African,Aries,featherweight
209,209,Thulani Mbenge,1991-07-15,"Mdantsane, South Africa",welterweight,5 ft 11+1⁄2 in (182 cm),,Orthodox,21,19.0,15.0,2.0,,,M,182.0,,South Africa,South African,Cancer,welterweight
210,210,Sebastian Formella,1987-05-26,"Lauenburg, Schleswig-Holstein, Germany",welterweight/middleweight/middleweight,1.77 m (5 ft 10 in)[1],177 cm (70 in)[1],Orthodox,27,24.0,12.0,3.0,,,M,177.0,177.8,Germany,German,Gemini,welterweight
211,211,Daniyar Yeleussinov,1991-03-13,"Berezino, West Kazakhstan Region, Kazakh SSR, Soviet Union[1]",welterweight,1.79 m (5 ft 10 in),,Southpaw,11,11.0,6.0,,,,M,179.0,,Kazakhstan,Kazakh,Pisces,welterweight
212,212,Darrell Hiles,1969-01-10,,,5′ 8½″ (174 cm),,,37,20.0,7.0,17.0,,,M,174.0,,,,Capricorn,
213,213,Verdell Smith,1963-11-01,"Oklahoma City, Oklahoma",welterweight,,,Orthodox,119,46.0,18.0,63.0,3.0,7.0,M,,,USA,American,Scorpio,welterweight
214,214,Billy Schwer,1969-04-12,"Luton, England",welterweight,,,Orthodox,45,39.0,30.0,6.0,0.0,,M,,,England,British,Aries,welterweight
215,215,Colin Lynes,1977-11-26,"Whitechapel, England",welterweight/welterweight,5 ft 7+1⁄2 in (171 cm),69 in (175 cm),Orthodox,51,39.0,12.0,12.0,,,M,171.0,175.0,England,British,Sagittarius,welterweight
216,216,Stevie Johnston,1972-09-28,"Denver, Colorado, U.S.",lightweight/welterweight,5 ft 4+1⁄2 in (164 cm),68+1⁄2 in (174 cm),Southpaw,49,42.0,18.0,6.0,1.0,,M,164.0,174.0,USA,American,Libra,lightweight
217,217,Ricky Hatton,1978-10-06,"Stockport,Greater Manchester,England",welterweight/welterweight,5 ft 6 in (168 cm)[1],65 in (165 cm)[1],Orthodox,48,45.0,32.0,3.0,,,M,168.0,165.0,England,British,Libra,welterweight
218,218,Manny Pacquiao,1978-12-17,,flyweight/bantamweight/featherweight/featherweight/lightweight/welterweight/welterweight/middleweight,5 ft 5+1⁄2 in (166 cm)[4],67 in (170 cm)[4],Southpaw,72,62.0,39.0,8.0,2.0,,M,166.0,170.0,,,Sagittarius,flyweight
219,219,Kaizer Mabuza,1980-01-01,"Temba, Gauteng, South Africa",welterweight/welterweight,,,Orthodox,44,26.0,15.0,15.0,3.0,,M,,,South Africa,South African,Capricorn,welterweight
220,220,Khabib Allakhverdiev,1982-12-08,"Kaspiysk, Dagestan ASSR, Soviet Union (now Russia)",welterweight,1.73 m (5 ft 8 in),173 cm (68 in),Southpaw,21,19.0,9.0,2.0,,,M,173.0,172.7,Russia,Russian,Sagittarius,welterweight
221,221,Eduard Troyanovsky,1980-05-30,"Omsk, Russia",lightweight/welterweight,1.73 m (5 ft 8 in),175 cm (69 in),Orthodox,32,29.0,24.0,3.0,,,M,173.0,175.3,Russia,Russian,Gemini,lightweight
222,222,Julius Indongo,1983-02-12,"Windhoek, Namibia",lightweight/welterweight/welterweight/middleweight,5 ft 10+1⁄2 in (179 cm)[1],71+1⁄2 in (182 cm)[1],Southpaw,31,24.0,13.0,7.0,,,M,179.0,182.0,Namibia,Namibian,Aquarius,lightweight
223,223,Mohamed Mimoune,1987-09-21,"Toulouse, Haute-Garonne, France",welterweight/welterweight,5 ft 10 in (178 cm),71 in (180 cm),Southpaw,29,23.0,4.0,6.0,,,M,178.0,180.0,France,French,Virgo,welterweight
224,224,Jeremias Ponce,1996-07-03,"Buenos Aires, Argentina",welterweight/welterweight,5 ft 10+1⁄2 in (179 cm)[1],75+1⁄2 in (192 cm)[1],Orthodox,31,30.0,20.0,1.0,,,M,179.0,192.0,Argentina,Argentine,Cancer,welterweight
225,225,Zhankosh Turarov,1990-11-20,Aqkól village,,175 cm (5 ft 9 in),,,27,27.0,20.0,0.0,,,M,175.0,,Kazakhstan,Kazakh,Scorpio,
226,226,Anthony Boyle,1994-06-08,"Belfast, Northern Ireland",,,,,,,,,,,M,,,Ireland,Irish,Gemini,
227,227,Leavander Johnson,1969-12-24,"Atlantic City, New Jersey, United States",lightweight,,,,42,34.0,26.0,5.0,2.0,1.0,M,,,USA,American,Capricorn,lightweight
228,228,Tony Pep,1964-09-14,"New Westminster, British Columbia",welterweight,6 ft 1.5 in (1.87 m),,Orthodox stance,53,42.0,22.0,10.0,1.0,,M,187.0,,Canada,Canadian,Virgo,welterweight
229,229,Leonardo Zappavigna,1987-10-27,"Sydney, Australia",lightweight/welterweight,1.70 m (5 ft 7 in),175 cm (69 in),Orthodox,42,38.0,28.0,4.0,,,M,170.0,175.3,Australia,Australian,Scorpio,lightweight
230,230,Emiliano Marsili,1976-08-11,"Civitavecchia, Italy",lightweight,5 ft 6+1⁄2 in (169 cm),,Southpaw,44,42.0,16.0,1.0,1.0,,M,169.0,,Italy,Italian,Leo,lightweight
231,231,Daud Yordan,1987-06-10,"Ketapang, Indonesia",featherweight/lightweight/super lightweight,5 ft 7 in (170 cm),68 in (173 cm),Orthodox,47,42.0,30.0,4.0,0.0,1.0,M,170.0,173.0,Indonesia,Indonesian,Gemini,featherweight
232,232,Emmanuel Tagoe,1989-01-10,"Accra, Ghana",featherweight/featherweight/lightweight,5 ft 8 in (173 cm)[1],70 in (178 cm)[1],Orthodox,34,32.0,15.0,2.0,,,M,173.0,178.0,Ghana,Ghanaian,Capricorn,featherweight
233,233,Maxi Hughes,1990-03-04,,featherweight/lightweight,,,Southpaw,34,26.0,5.0,6.0,2.0,,M,,,,,Pisces,featherweight
234,234,George Kambosos Jr,1993-06-14,"Sydney, Australia",lightweight,174 cm (5 ft 8.5 in)[1],173 cm (68 in)[1],Orthodox,23,21.0,10.0,2.0,,,M,174.0,172.7,Australia,Australian,Gemini,lightweight
235,235,Jeff Mayweather,1964-07-04,"Grand Rapids, Michigan, U.S.",featherweight/lightweight/welterweight,,,Orthodox,47,32.0,11.0,10.0,5.0,,M,,,USA,American,Cancer,featherweight
236,236,Jimmi Bredahl,1967-08-26,"Copenhagen, Denmark",featherweight,178 cm (5 ft 10 in),171 cm (67 in),Southpaw,29,26.0,7.0,3.0,,,M,178.0,170.2,Denmark,Danish,Virgo,featherweight
237,237,Troy Dorsey,1962-11-19,,bantamweight/featherweight/featherweight/lightweight,5 ft 6 in (168 cm),66 in (170 cm),Orthodox,30,15.0,11.0,11.0,4.0,0.0,M,168.0,170.0,,,Scorpio,bantamweight
238,238,Cassius Baloyi,1974-11-05,"Malamulele, South Africa",featherweight,5 ft 10 in (1.78 m)[1],,Orthodox,46,37.0,19.0,8.0,1.0,0.0,M,178.0,,South Africa,South African,Scorpio,featherweight
239,239,Gairy St Clair,1975-02-02,"Georgetown, Guyana",lightweight,,,Orthodox,60,46.0,18.0,12.0,2.0,0.0,M,,,Guyana,Guyanese,Aquarius,lightweight
240,240,Billy Dib,1985-08-17,"Kogarah, Sydney, Australia",featherweight/featherweight/lightweight/welterweight,171 cm (5 ft 7 in),179 cm (70 in),Orthodox,56,48.0,27.0,6.0,,2.0,M,171.0,177.8,Australia,Australian,Leo,featherweight
